-124.8125,-123.3125,-122.8125,-120.8125,-122.8125,-123.3125,-124.8125,-124.8125,-121.8125,-122.3125,-125.8125,-126.3125,-121.8125,-125.8125,-123.3125,-125.3125,-123.3125,-123.3125,-125.3125,-119.8125,-125.8125,-126.3125,-122.8125,-117.3125,-125.3125,-123.3125,-119.8125,-120.3125,-121.3125,-124.3125,-121.8125,-122.8125,-120.3125,-121.8125,-125.8125,-124.3125,-122.3125,-125.3125,-124.8125,-124.3125,-120.3125,-120.8125,-121.8125,-122.3125,-126.8125,-121.8125,-123.3125,-122.8125,-119.8125,-119.3125,-123.8125,-124.8125,-124.3125,-123.3125,-123.8125,-122.3125,-123.3125,-121.3125,-123.3125,-126.3125,-123.3125,-123.8125,-118.8125,-125.3125,-123.3125,-121.8125,-124.3125,-121.8125,-117.3125,-122.8125,-126.3125,-120.3125,-121.8125,-126.8125,-122.8125,-125.8125,-123.3125,-126.3125,-125.3125,-119.3125,-125.3125,-120.8125,-124.8125,-123.8125,-121.8125,-125.3125,-123.3125,-125.8125,-125.3125,-123.3125,-124.8125,-125.3125,-121.3125,-123.8125,-125.8125,-125.8125,-124.8125,-125.8125,-123.8125,-126.3125
-123.8125,-126.8125,-125.3125,-117.8125,-122.8125,-120.8125,-123.3125,-123.8125,-125.3125,-125.3125,-126.3125,-120.8125,-124.8125,-123.3125,-123.3125,-122.8125,-125.3125,-123.3125,-122.8125,-121.3125,-122.3125,-125.3125,-125.8125,-122.8125,-121.8125,-121.3125,-124.3125,-123.8125,-118.8125,-122.8125,-124.8125,-124.8125,-124.3125,-118.3125,-123.3125,-123.8125,-120.8125,-123.8125,-123.3125,-125.3125,-124.8125,-126.8125,-125.8125,-119.8125,-123.3125,-120.3125,-122.8125,-122.8125,-121.8125,-125.3125,-123.8125,-125.8125,-123.8125,-126.8125,-123.8125,-120.8125,-124.8125,-123.8125,-121.8125,-122.8125,-124.8125,-123.8125,-126.3125,-120.8125,-123.8125,-118.3125,-120.3125,-122.3125,-118.3125,-122.3125,-124.8125,-118.8125,-123.3125,-118.8125,-122.8125,-125.3125,-126.3125,-125.3125,-124.3125,-124.3125,-120.8125,-125.8125,-123.3125,-123.3125,-125.3125,-125.3125,-126.8125,-126.8125,-124.3125,-125.8125,-126.3125,-126.3125,-125.3125,-118.8125,-119.8125,-124.8125,-123.3125,-122.8125,-123.3125,-124.8125
-125.3125,-120.3125,-119.3125,-120.8125,-126.3125,-123.3125,-124.8125,-125.3125,-118.8125,-125.8125,-124.8125,-122.8125,-123.3125,-122.3125,-123.8125,-121.8125,-122.8125,-120.3125,-122.8125,-119.3125,-117.8125,-122.8125,-124.3125,-123.3125,-121.3125,-121.3125,-121.8125,-123.8125,-122.8125,-122.3125,-121.8125,-123.8125,-121.8125,-119.8125,-126.3125,-124.8125,-124.8125,-121.8125,-119.3125,-125.8125,-122.8125,-124.3125,-121.8125,-120.3125,-123.8125,-124.3125,-123.3125,-119.8125,-126.3125,-124.3125,-119.3125,-125.3125,-124.3125,-118.8125,-123.3125,-123.8125,-116.8125,-120.8125,-123.8125,-122.8125,-125.8125,-124.8125,-122.3125,-123.8125,-121.3125,-123.8125,-124.3125,-121.3125,-123.8125,-121.8125,-124.3125,-125.8125,-125.8125,-123.3125,-121.8125,-124.3125,-120.8125,-120.8125,-125.3125,-121.8125,-123.8125,-118.8125,-119.3125,-120.8125,-120.3125,-119.8125,-125.8125,-126.3125,-119.3125,-122.8125,-122.3125,-118.3125,-124.8125,-120.3125,-118.3125,-120.3125,-122.3125,-121.8125,-123.3125,-119.8125
-117.40625,-117.40625,-110.90625,-118.90625,-117.40625,-115.40625,-112.90625,-115.40625,-118.90625,-116.90625,-110.90625,-109.40625,-113.90625,-117.40625,-117.40625,-115.40625,-117.40625,-113.90625,-106.90625,-114.40625,-112.40625,-118.90625,-111.90625,-107.90625,-112.40625,-118.90625,-114.40625,-115.90625,-112.90625,-114.40625,-112.40625,-114.40625,-117.40625,-112.40625,-111.40625,-114.40625,-117.40625,-117.40625,-110.40625,-115.90625,-117.40625,-112.90625,-117.40625,-115.90625,-117.40625,-111.40625,-108.90625,-107.40625,-112.90625,-114.40625,-103.90625,-113.90625,-106.40625,-100.90625,-107.40625,-113.90625,-115.90625,-82.40625,-118.90625,-74.90625,-109.90625,-113.90625,-94.40625,-112.90625,-72.90625,-113.90625,-78.40625,-115.40625,-89.90625,-96.40625,-114.40625,-109.90625,-107.90625,-115.90625,-100.90625,-115.90625,-115.90625,-108.40625,-108.90625,-113.90625,-118.90625,-115.40625,-112.40625,-112.40625,-111.40625,-108.90625,-107.90625,-117.40625,-118.90625,-112.90625,-115.40625,-117.40625,-117.40625,-114.40625,-117.40625,-117.40625,-115.90625,-114.40625,-114.40625,-112.40625
-109.90625,-111.40625,-115.90625,-118.90625,-110.90625,-113.90625,-108.90625,-114.40625,-112.40625,-111.40625,-110.40625,-115.90625,-109.40625,-117.40625,-114.40625,-117.40625,-111.90625,-116.90625,-110.90625,-108.40625,-112.40625,-113.90625,-116.90625,-115.90625,-113.90625,-113.90625,-117.40625,-114.40625,-115.90625,-117.40625,-111.40625,-113.90625,-113.90625,-118.90625,-115.90625,-117.40625,-113.90625,-104.40625,-116.90625,-115.90625,-102.40625,-113.90625,-111.40625,-108.40625,-115.40625,-112.90625,-115.90625,-111.90625,-112.40625,-103.40625,-110.40625,-115.40625,-98.90625,-111.40625,-113.90625,-117.40625,-112.90625,-114.40625,-77.90625,-74.90625,-117.40625,-88.40625,-117.40625,-71.40625,-84.40625,-74.90625,-77.90625,-115.90625,-115.90625,-113.90625,-112.90625,-118.90625,-116.90625,-114.40625,-108.90625,-112.40625,-105.90625,-112.90625,-104.90625,-101.90625,-113.90625,-112.90625,-102.90625,-118.90625,-118.90625,-116.90625,-112.40625,-114.40625,-112.90625,-111.40625,-116.90625,-105.90625,-116.90625,-117.40625,-114.40625,-117.40625,-114.40625,-115.90625,-112.90625,-115.90625
-117.40625,-109.40625,-115.90625,-117.40625,-115.90625,-117.40625,-117.40625,-110.90625,-115.90625,-115.40625,-110.90625,-112.90625,-117.40625,-113.90625,-112.90625,-111.40625,-106.90625,-113.90625,-112.90625,-113.90625,-108.90625,-115.40625,-112.90625,-113.90625,-114.40625,-105.40625,-111.90625,-113.40625,-110.90625,-109.90625,-113.90625,-110.40625,-109.40625,-109.40625,-113.40625,-114.40625,-118.90625,-115.90625,-117.40625,-114.40625,-113.40625,-114.40625,-116.90625,-117.40625,-115.40625,-114.40625,-115.40625,-108.90625,-113.90625,-114.40625,-102.90625,-117.40625,-105.90625,-109.40625,-113.90625,-95.90625,-88.90625,-117.40625,-115.90625,-74.90625,-112.90625,-71.40625,-99.40625,-71.40625,-110.40625,-118.90625,-77.90625,-118.90625,-102.40625,-115.90625,-112.90625,-99.40625,-117.40625,-113.90625,-117.40625,-114.40625,-114.40625,-112.90625,-111.40625,-107.40625,-105.40625,-111.40625,-112.40625,-111.40625,-117.40625,-109.40625,-112.40625,-117.40625,-115.40625,-112.40625,-117.40625,-112.40625,-112.90625,-112.90625,-114.40625,-113.40625,-115.90625,-108.40625,-112.90625,-115.90625
-111.40625,-111.40625,-113.90625,-112.40625,-111.40625,-117.40625,-113.90625,-118.90625,-113.90625,-118.90625,-115.40625,-114.40625,-115.90625,-107.90625,-115.90625,-114.40625,-110.40625,-117.40625,-113.90625,-111.40625,-112.90625,-111.40625,-118.90625,-112.90625,-118.90625,-112.40625,-117.40625,-111.40625,-111.40625,-117.40625,-106.90625,-114.40625,-116.90625,-112.40625,-110.90625,-112.40625,-118.90625,-103.90625,-115.90625,-104.40625,-114.40625,-110.90625,-108.40625,-115.90625,-117.40625,-110.90625,-109.90625,-118.90625,-109.40625,-107.40625,-115.40625,-115.90625,-106.90625,-113.90625,-101.40625,-114.40625,-89.40625,-81.90625,-77.90625,-115.40625,-114.40625,-70.90625,-70.40625,-71.40625,-103.40625,-114.40625,-109.40625,-115.90625,-89.40625,-93.40625,-100.90625,-112.40625,-107.90625,-101.90625,-117.40625,-118.90625,-105.40625,-118.90625,-113.90625,-118.90625,-110.90625,-118.90625,-115.40625,-117.40625,-112.40625,-117.40625,-115.90625,-109.40625,-109.40625,-115.90625,-113.90625,-104.90625,-117.40625,-112.90625,-117.40625,-115.90625,-115.90625,-114.40625,-118.90625,-117.40625
-112.90625,-114.40625,-115.90625,-108.40625,-117.40625,-112.90625,-107.90625,-112.90625,-117.40625,-117.40625,-117.40625,-110.90625,-114.40625,-112.40625,-118.90625,-112.40625,-113.90625,-107.90625,-113.90625,-118.90625,-113.90625,-115.90625,-109.40625,-118.90625,-115.40625,-114.40625,-115.90625,-109.40625,-115.90625,-114.40625,-115.90625,-118.90625,-111.40625,-115.90625,-111.40625,-115.90625,-114.40625,-111.40625,-117.40625,-108.40625,-110.40625,-118.90625,-115.40625,-118.90625,-117.40625,-117.40625,-111.40625,-115.90625,-115.40625,-106.90625,-110.90625,-109.40625,-117.40625,-109.40625,-118.90625,-112.40625,-116.90625,-113.90625,-77.90625,-114.40625,-72.40625,-71.40625,-112.40625,-71.40625,-102.90625,-74.90625,-101.90625,-82.90625,-89.40625,-118.90625,-102.40625,-113.90625,-115.40625,-99.40625,-115.40625,-106.90625,-110.40625,-109.40625,-108.90625,-114.40625,-112.40625,-107.90625,-108.90625,-117.40625,-115.40625,-111.40625,-115.90625,-118.90625,-105.40625,-113.90625,-112.90625,-109.40625,-112.40625,-107.40625,-113.90625,-112.90625,-115.40625,-108.90625,-106.40625,-116.90625
-117.40625,-113.90625,-117.40625,-117.40625,-112.40625,-113.90625,-115.90625,-114.40625,-113.90625,-115.40625,-115.90625,-117.40625,-114.40625,-115.40625,-110.40625,-112.90625,-117.40625,-110.90625,-116.90625,-109.40625,-112.40625,-115.90625,-109.90625,-112.90625,-115.90625,-111.40625,-105.40625,-115.40625,-112.90625,-113.90625,-113.40625,-114.40625,-106.40625,-118.90625,-117.40625,-105.90625,-115.90625,-109.40625,-114.40625,-116.90625,-113.90625,-117.40625,-115.40625,-118.90625,-105.90625,-110.90625,-111.40625,-101.40625,-112.90625,-110.90625,-115.90625,-110.90625,-115.90625,-99.90625,-115.40625,-98.40625,-93.90625,-109.40625,-77.90625,-111.40625,-112.40625,-113.90625,-70.40625,-71.40625,-72.40625,-89.90625,-115.40625,-82.90625,-91.40625,-98.90625,-114.40625,-118.90625,-117.40625,-112.40625,-112.90625,-109.40625,-114.40625,-103.40625,-115.90625,-112.40625,-102.90625,-115.90625,-114.40625,-115.90625,-113.90625,-115.90625,-117.40625,-118.90625,-115.90625,-118.90625,-112.40625,-113.90625,-107.90625,-115.40625,-113.90625,-111.40625,-115.90625,-111.40625,-113.90625,-113.90625
-118.90625,-113.90625,-111.40625,-114.40625,-114.40625,-110.40625,-118.90625,-118.90625,-117.40625,-110.90625,-117.40625,-115.90625,-110.90625,-114.40625,-116.90625,-117.40625,-111.90625,-115.40625,-117.40625,-111.40625,-114.40625,-111.40625,-112.40625,-113.90625,-112.40625,-115.90625,-115.40625,-110.90625,-114.40625,-113.90625,-112.90625,-112.40625,-110.90625,-117.40625,-107.40625,-110.90625,-117.40625,-109.40625,-117.40625,-118.90625,-118.90625,-112.40625,-111.90625,-115.90625,-112.40625,-109.90625,-104.40625,-111.40625,-115.90625,-104.90625,-111.40625,-112.90625,-118.90625,-107.90625,-112.90625,-91.90625,-114.40625,-113.90625,-97.40625,-74.90625,-72.40625,-78.90625,-117.40625,-109.90625,-116.90625,-107.90625,-111.40625,-116.90625,-89.40625,-99.40625,-109.90625,-112.40625,-117.40625,-97.90625,-112.40625,-118.90625,-102.40625,-114.40625,-112.40625,-115.90625,-112.90625,-110.90625,-112.40625,-117.40625,-115.40625,-110.90625,-117.40625,-113.90625,-112.90625,-113.90625,-117.40625,-110.90625,-112.40625,-115.90625,-110.40625,-112.40625,-115.90625,-111.40625,-118.90625,-115.90625
